Time;CPU Core #1;CPU Core #2;CPU Core #3;CPU Core #4;,;CPU Core #12;CPU Core #23;CPU Core #34;CPU Core #45;CPU Package;CPU Core #16;CPU Core #27;CPU Core #38;CPU Core #49;CPU Package10;CPU Cores;CPU Graphics;CPU DRAM;Bus Speed;Memory;Used Memory;Available Memory
09/30/2023 23:18:13;9.375;10.9375;0;0;5,1;60;61;62;60;64;1310.40063;1310.40063;1411.20068;2016.001;3.55537653;1.50281417;0.0409232862;0;100.800049;57.943943;9.120956;6.62004471
09/30/2023 23:18:18;8.59375;5.46875;0.757575035;0;3,7;61;61;62;60;62;1411.20068;1411.20068;1310.40063;1411.20068;3.458316;1.41859508;0.0393645428;0;100.800049;57.93197;9.119072;6.621929
09/30/2023 23:18:23;11.71875;4.6875;0;0;4,1;60;60;62;59;63;1310.40063;1310.40063;1310.40063;1310.40063;3.471959;1.52374387;0.02886334;0;100.800049;57.9349976;9.119549;6.62145233
09/30/2023 23:18:28;8.59375;5.4086566;0;0;3,5;59;59;63;60;62;1411.20007;1310.4;1512;1310.4;3.86562467;1.78305173;0.05229638;0;100.8;57.93134;9.118973;6.62202835
09/30/2023 23:18:33;9.375;1.5625;0;0;2,7;60;60;61;60;63;1310.40088;1411.201;1411.201;1310.40088;3.61633015;1.56633914;0.007004105;0;100.800072;57.93895;9.120171;6.62083054
09/30/2023 23:18:38;15.625;1.5625;0;1.58730149;4,7;61;60;62;60;62;1310.40161;1310.40161;1310.40161;1310.40161;4.481431;2.31318569;0.1256476;0;100.800125;57.91709;9.11673;6.62427139
09/30/2023 23:18:43;14.84375;4.6875;0;0;4,9;60;61;61;59;62;1511.99976;1713.59973;1411.19983;1310.39978;3.71936917;1.64142823;0.0144432094;0;100.799988;57.9614639;9.123714;6.61728668
09/30/2023 23:18:48;10.15625;4.6875;1.5625;1.57489777;4,5;59;58;60;59;63;1411.20007;1411.20007;1411.20007;1310.4;3.50895977;1.48022485;0.0129651166;0;100.8;57.95921;9.12336;6.61764145
09/30/2023 23:18:53;7.8125;5.46875;0.793647766;0;3,5;60;60;60;59;62;1310.40076;1310.40076;1310.40076;1209.60071;3.484323;1.53013265;0.0220901128;0;100.800056;57.96834;9.124798;6.61620331
09/30/2023 23:18:58;9.375;7.03125;0;0;4,1;61;59;61;59;62;1310.40063;1310.40063;1411.20068;1310.40063;3.58081627;1.59266138;0.0250600018;0;100.800049;57.96476;9.124233;6.616768
09/30/2023 23:19:03;12.6865683;19.40298;8.088231;7.407814;11,9;61;61;68;59;67;1612.79944;1511.99939;3023.99878;2721.59888;6.05572176;3.47759676;0.372334659;0;100.799965;58.62533;9.228214;6.512787
09/30/2023 23:19:08;24.21875;35.15625;16.40625;17.96875;23,4;69;65;70;68;70;1411.201;1612.80127;1512.00122;1411.201;9.033151;6.20831442;0.622511566;0;100.800079;58.95036;9.279377;6.461624
09/30/2023 23:19:13;18.75;17.96875;17.96875;49.0865364;25,9;69;65;67;68;69;1310.40088;1310.40088;1411.20093;1310.40088;11.5603724;8.297619;0.7280545;0;100.800064;58.9570045;9.280422;6.460579
09/30/2023 23:19:18;14.0625;14.84375;5.46875;17.6923027;13,0;64;63;66;63;66;1310.40149;1411.20166;1310.40149;1310.40149;5.4606843;2.94918633;0.210552022;0;100.800117;58.6972847;9.23954;6.501461
09/30/2023 23:19:23;14.7596121;10.7932682;5.53075075;12.5;10,9;70;67;72;75;75;2016.00085;1512.00073;1915.20081;1814.40076;7.651792;5.231906;0.206527412;0;100.800041;58.6963654;9.239395;6.501606
09/30/2023 23:19:28;34.2788467;10.0000019;8.59375;9.375;15,6;66;65;69;68;69;1310.40063;1310.40063;1310.40063;1310.40063;6.83338833;3.912026;0.663662553;0;100.800056;58.70051;9.240047;6.50095367
09/30/2023 23:19:33;37.5;17.0432682;12.5;26.5625;23,4;70;69;72;70;73;1310.40039;1411.20044;1512.00049;1713.60059;10.2242613;7.443633;0.658788264;0;100.800034;58.7061768;9.24094;6.500061
09/30/2023 23:19:38;7.03125;20.3125;7.8125;14.0625;12,3;67;67;68;68;68;1310.39966;1411.19971;1411.19971;1411.19971;6.74467468;3.94668937;0.5024558;0;100.79998;58.60158;9.224476;6.51652527
09/30/2023 23:19:43;37.5;0;3.90625;9.230768;12,7;70;70;72;72;74;2520.003;2721.60327;2016.00244;1512.00183;10.4613991;7.340778;0.6876926;0;100.800117;58.5450439;9.215576;6.525425
09/30/2023 23:19:48;7.03125;1.5625;0;41.90228;12,6;71;70;72;72;73;2016.001;2016.001;2923.20142;2016.001;10.3427019;7.31868935;0.615594149;0;100.800049;58.4306374;9.197567;6.543434
09/30/2023 23:19:53;35.9375;7.157254;7.03125;9.375;14,9;72;72;73;74;74;1814.40247;2016.00281;2318.403;2923.204;9.953504;6.826555;0.638114154;0;100.80014;58.392952;9.191635;6.549366
09/30/2023 23:19:58;27.6923065;3.90625;3.87018919;0.78125;9,1;72;72;73;74;74;2015.996;3023.994;1915.19617;2015.996;9.340628;6.37662935;0.672763646;0;100.7998;58.34904;9.184723;6.556278
09/30/2023 23:20:03;31.25;5.46875;7.8125;7.740384;13,1;73;71;75;73;76;1511.99841;1411.19861;1612.79834;1915.19812;9.768898;6.7139926;0.6584516;0;100.7999;58.3613;9.186653;6.554348
09/30/2023 23:20:08;9.375;7.8125;2.34375;21.875;10,4;78;79;76;84;84;2016.00171;1512.00134;1512.00134;1512.00134;8.838242;5.64933348;0.640647352;0;100.800087;58.1334763;9.150791;6.59021
09/30/2023 23:20:13;24.21875;4.68982458;10.15625;5.420673;11,1;76;74;76;75;77;2721.603;2016.0022;2016.0022;2016.0022;10.2108507;7.15910053;0.656835;0;100.80011;58.1350746;9.151043;6.589958
09/30/2023 23:20:18;16.9230766;10.7342663;0;3.96825075;7,9;77;74;79;84;84;2923.20044;2923.20044;2016.00037;2318.40039;8.910258;5.921223;0.6226858;0;100.800018;58.1430244;9.152294;6.588707
09/30/2023 23:20:23;27.7644215;3.94345522;3.90625;17.1916962;13,2;76;76;76;82;82;2016.00012;3225.6;2620.8;2217.6;11.5716639;8.37426949;0.6786282;0;100.8;58.1412773;9.1520195;6.58898163
09/30/2023 23:20:28;19.53125;1.5625;4.6875;13.28125;9,8;78;80;82;89;90;2923.20972;2016.00671;2016.00671;2620.80859;10.4416475;7.286851;0.6499146;0;100.800331;58.1406975;9.151928;6.589073
09/30/2023 23:20:33;13.28125;9.523809;0;14.0625;9,2;83;81;80;88;88;2318.40137;2923.20166;2721.60156;2016.0011;10.9419994;7.949862;0.668426335;0;100.800056;58.13401;9.150875;6.590126
09/30/2023 23:20:38;14.0625;7.03125;1.5625;11.7435513;8,6;77;77;79;79;79;2016.00134;2620.80176;1915.20129;1512.0011;10.2318459;7.09400368;0.6775438;0;100.800072;58.1337433;9.150833;6.590168
09/30/2023 23:20:43;32.03125;3.125;1.5625;10.15625;11,7;77;76;79;79;79;2016.00073;2016.00073;1612.80054;1411.20056;9.08206;5.920797;0.627186358;0;100.800034;58.24001;9.167561;6.57344055
09/30/2023 23:20:48;35.44147;19.3990345;28.90625;27.5669632;27,8;79;77;79;82;82;2620.80249;2016.002;2217.602;3427.20313;12.40545;9.177797;0.747348845;0;100.800095;58.18791;9.159359;6.581642
09/30/2023 23:20:53;16.2860565;8.509612;5.384612;22.82986;13,3;82;89;81;83;88;2923.20142;2822.40137;1612.80078;1411.20068;9.754655;6.68992043;0.6187659;0;100.800049;58.16343;9.155506;6.585495
09/30/2023 23:20:58;21.472538;15.625;16.40625;5.46875;14,7;78;75;78;77;78;1512.00427;1411.204;1512.00427;1612.80444;11.2142067;8.059705;0.675857961;0;100.800278;58.2061539;9.162231;6.57876968
09/30/2023 23:21:03;18.75;7.03125;0;10.3430634;9,0;71;70;72;70;72;1310.4021;1713.60278;2016.0033;1713.60278;5.464027;2.85324979;0.407783478;0;100.800163;58.7858353;9.253479;6.487522
09/30/2023 23:21:08;8.59375;9.375;0;0;4,5;71;69;71;69;71;1411.20044;1411.20044;1310.40051;1612.80054;5.4238;2.96700072;0.0875581056;0;100.800034;58.6697044;9.235199;6.505802
09/30/2023 23:21:13;31.25;36.71875;22.65625;21.6826916;28,1;71;69;73;71;73;1310.40051;1310.40051;1310.40051;1209.60046;7.36004;4.398151;0.446124017;0;100.800034;58.41442;9.195015;6.545986
09/30/2023 23:21:18;39.84375;14.0625;14.84375;11.71875;20,1;76;74;76;77;77;2016.00012;2217.6;2016.00012;1814.40015;11.7434444;8.732958;0.6720786;0;100.8;58.40519;9.193562;6.54743958
09/30/2023 23:21:23;11.6105795;7.25806952;15.6622047;13.9062519;12,1;76;75;79;78;78;2016.001;2016.001;2016.001;2620.80127;11.2868032;8.125567;0.695116043;0;100.800049;58.21512;9.163643;6.57735825
09/30/2023 23:21:28;16.40625;13.0769253;0.78125;17.6923027;12,0;77;76;77;77;78;2419.20044;2016.00037;2016.00037;2217.60034;8.981039;5.98783445;0.623314857;0;100.800018;58.0789261;9.142204;6.598797
09/30/2023 23:21:33;6.42601252;10.3174572;9.523809;10.3174572;9,1;76;74;77;75;77;1612.80115;1713.6012;2016.00146;1814.40125;9.891978;6.963164;0.6510231;0;100.800072;57.1136551;8.990261;6.75074
09/30/2023 23:21:38;14.0625;5.303031;1.5625;22.4038486;10,8;76;75;77;76;76;1814.40076;1915.20081;1612.80066;1612.80066;10.2633772;6.922427;0.6493556;0;100.800041;57.0698433;8.983364;6.757637
09/30/2023 23:21:43;22.5678444;2.41935253;7.14285374;2.38095522;8,6;79;78;78;76;78;2016.00281;3124.8042;1411.2019;1411.2019;9.36802;6.26496553;0.6882569;0;100.80014;57.0668335;8.982891;6.75811
09/30/2023 23:21:48;25.0372047;12.5;7.03125;2.39415169;11,7;78;74;78;77;78;1814.40186;2016.00208;2016.00208;1512.00159;9.357286;6.136026;0.6480877;0;100.8001;57.1366539;8.993881;6.74712
09/30/2023 23:21:53;17.96875;10.15625;8.730162;9.523809;11,6;75;73;78;76;78;2016.00122;2016.00122;2016.00122;1512.00085;8.648483;5.66931868;0.596078634;0;100.800056;57.13709;8.99395;6.74705124
09/30/2023 23:21:58;25;8.570075;6.9711566;9.375;12,5;78;77;81;78;81;2318.40186;3427.20264;2923.20239;1411.20117;9.71243;6.61494255;0.639022052;0;100.800079;57.1458855;8.995335;6.7456665
09/30/2023 23:22:03;20.3125;3.90625;4.68864441;10.9134617;10,0;77;75;79;82;82;2923.20142;2822.40137;2721.60132;2016.001;9.74396;6.61508846;0.640134335;0;100.800049;57.2846031;9.01717;6.723831
09/30/2023 23:22:08;5.49355125;7.14285374;38.8144836;1.61290169;13,3;80;75;77;87;88;2923.202;2419.20166;2923.202;2419.20166;10.2026854;7.16456032;0.6578603;0;100.800072;57.2433319;9.01067352;6.73032761
09/30/2023 23:22:13;22.65625;9.375;9.375;17.96875;14,8;74;73;75;74;76;1411.20093;1411.20093;1411.20093;1512.001;7.261421;4.12497854;0.656658232;0;100.800064;57.6548271;9.075447;6.665554
09/30/2023 23:22:18;4.76190472;6.25;4.6875;2.36855149;4,5;73;71;74;73;74;1310.40076;1310.40076;1411.20081;1411.20081;5.669802;3.18527818;0.193277568;0;100.800056;58.3957138;9.19207;6.548931
09/30/2023 23:22:23;10.15625;4.6875;12.5;0.78125;7,0;71;70;73;70;73;1310.4;1411.2;1310.4;1310.4;6.305722;3.56982851;0.33415404;0;100.8;58.08634;9.143372;6.59762955
09/30/2023 23:22:28;20.3125;8.59375;1.5625;2.34375;8,2;71;70;73;70;73;1411.20068;1411.20068;1310.40063;1512.00073;6.624031;3.735175;0.49285692;0;100.800049;58.06276;9.13966;6.60134125
09/30/2023 23:22:33;14.84375;19.53125;3.8461566;12.5;12,7;71;70;71;70;72;1511.99951;1310.39954;1511.99951;1411.19946;6.5504756;3.80575323;0.456666142;0;100.799965;58.02297;9.133396;6.607605
09/30/2023 23:22:38;7.8125;13.28125;14.0625;1.5625;9,2;71;70;73;71;73;1411.20093;1310.40076;1310.40076;1512.001;6.35719061;3.48821378;0.4319462;0;100.800064;58.0222664;9.13328552;6.60771561
09/30/2023 23:22:43;10.76923;6.983173;4.6875;3.90625;6,6;68;67;69;68;69;1411.20007;1411.20007;1411.20007;1310.4;4.97194;2.53068733;0.1793534;0;100.8;58.01972;9.132885;6.608116
09/30/2023 23:22:48;14.84375;7.03125;5.384612;12.4158621;9,9;71;69;73;72;73;1411.20178;1310.40161;1512.00183;1411.20178;6.621692;4.05381441;0.318089277;0;100.800125;58.0325165;9.134899;6.606102
09/30/2023 23:22:53;15.625;10.15625;9.375;9.230768;11,1;70;67;72;69;72;1411.20081;1310.40076;1310.40076;1411.20081;6.09156847;3.457362;0.3170256;0;100.800056;58.081665;9.142635;6.598366
09/30/2023 23:22:58;15.625;7.03125;0.78125;0;5,9;67;65;67;66;68;1411.20068;1411.20068;1310.40063;1310.40063;4.03950071;1.86294067;0.03276714;0;100.800049;57.95397;9.122536;6.61846542
09/30/2023 23:23:03;16.40625;9.375;5.397725;3.82283926;8,8;69;66;69;68;69;1310.40063;1310.40063;1310.40063;1512.00073;4.94368;2.587316;0.167524934;0;100.800049;58.3097076;9.178532;6.56246948
09/30/2023 23:23:08;20.3125;14.0625;8.475375;8.333331;12,8;66;65;67;67;67;1310.401;1310.401;1310.401;1512.0011;4.39193344;2.222547;0.005401981;0;100.800072;58.3028259;9.177448;6.563553
09/30/2023 23:23:13;6.25;6.336808;0.793647766;0;3,3;65;63;66;63;66;1310.40027;1310.40027;1310.40027;1411.2002;4.6232605;2.38478065;0.08497282;0;100.800018;58.3899231;9.191158;6.549843
09/30/2023 23:23:18;14.84375;6.25;1.58770084;0;5,7;66;63;66;63;67;2217.60034;2016.00024;1713.60022;2016.00024;5.42353439;2.93914723;0.260208637;0;100.800018;58.1988564;9.161083;6.579918
09/30/2023 23:23:23;14.84375;2.34375;2.34375;0.806450844;5,1;65;63;65;63;66;1310.40088;1310.40088;1310.40088;1411.20093;4.39712334;2.17274117;0.0565593876;0;100.800072;58.3102875;9.178623;6.562378
09/30/2023 23:23:28;8.59375;7.03125;1.5625;0;4,3;64;63;65;62;66;1310.40063;1310.40063;1310.40063;1310.40063;4.26740932;1.97260618;0.139869317;0;100.800049;57.62822;9.071259;6.66974258
09/30/2023 23:23:33;14.84375;5.46875;0.793647766;0;5,3;66;68;65;63;69;2923.205;3024.00513;2923.205;2721.60474;4.548803;2.46643686;0.04240821;0;100.800179;57.5700569;9.062103;6.678898
09/30/2023 23:23:38;21.09375;21.937;15.625;18.75;19,4;65;65;68;67;68;1411.20068;1310.40063;1411.20068;1310.40063;6.05708838;3.54436159;0.4405915;0;100.800049;58.00186;9.130074;6.61092758
09/30/2023 23:23:43;25.3966331;0.78125;3.94345522;14.2857132;11,1;71;68;73;73;73;2318.40112;2419.20117;2520.00122;3024.00146;11.2287893;8.012085;0.8209313;0;100.800049;57.78373;9.095737;6.64526367
09/30/2023 23:23:48;24.6031761;40.7366028;17.4603157;19.0476189;25,5;74;70;77;72;77;2217.60132;2217.60132;2923.20166;2116.80127;13.08888;9.892763;0.8656277;0;100.800056;57.663723;9.076847;6.664154
09/30/2023 23:23:53;32.4908447;1.56288147;6.153846;6.1899066;11,6;73;72;73;79;79;2520.00342;1512.002;2016.00269;3024.004;10.36074;7.43046665;0.812143564;0;100.800133;57.52927;9.055683;6.685318
09/30/2023 23:23:58;32.03125;2.34375;3.90625;2.34375;10,2;76;72;78;74;79;2620.803;2217.60254;2016.00232;2620.803;10.22175;6.866794;0.7790374;0;100.800117;57.3095627;9.021099;6.719902
09/30/2023 23:24:03;1.5625;32.03125;1.5625;5.37405;10,1;73;72;74;74;75;1915.20093;3326.40161;2116.801;2016.001;10.3510418;6.947381;0.809560239;0;100.800049;57.27641;9.015881;6.72512054
09/30/2023 23:24:08;20.3125;0.806450844;13.8461533;10.1934547;11,3;74;72;76;75;76;2016.00024;3124.80029;3427.20044;2923.20044;11.6565428;8.445186;0.8000997;0;100.800011;57.3191643;9.02261;6.71839142
09/30/2023 23:24:13;29.2307682;5.46875;2.3317337;13.1370182;12,5;77;76;78;78;79;2016.00012;2016.00012;2620.80029;2116.80029;12.4357481;9.250059;0.841374755;0;100.800011;57.316227;9.022148;6.718853
09/30/2023 23:24:18;8.569712;13.2692337;8.4615345;22.4278812;13,2;77;75;78;77;78;1915.20068;2318.401;2016.00073;2116.80078;10.543088;7.330674;0.8516592;0;100.800041;57.2935;9.01857;6.722431
09/30/2023 23:24:23;7.03125;21.09375;2.34375;7.8125;9,6;76;74;76;79;77;2419.201;3326.40137;2721.601;2318.401;10.9317274;7.84722757;0.757581532;0;100.800041;57.326622;9.023785;6.71721649
09/30/2023 23:24:28;4.66346169;37.5;6.25;0.78125;12,3;78;79;80;81;80;1814.40076;2016.00085;1612.80066;1612.80066;13.2667475;9.895576;0.831133544;0;100.800041;57.37783;9.031845;6.709156
09/30/2023 23:24:33;14.84375;14.0625;2.36855149;7.14285374;9,6;76;74;75;77;77;1411.20056;1512.00061;1915.20068;2620.801;10.0362539;6.995325;0.7689648;0;100.800041;57.52045;9.054295;6.68670654
09/30/2023 23:24:38;3.125;3.05361152;1.53846145;37.6923065;11,4;78;77;78;78;78;2016;3427.2;2923.2;2016;11.1523724;7.81214571;0.823809;0;100.799995;57.4814568;9.048157;6.69284439
09/30/2023 23:24:43;17.96875;29.6875;3.90625;5.505955;14,3;77;77;79;79;79;1814.40063;1713.60059;1512.00061;1713.60059;11.8252478;8.43284;0.875219166;0;100.800034;57.4457359;9.042534;6.69846725
09/30/2023 23:24:48;23.4623013;1.5625;14.84375;0.78125;10,2;78;74;78;76;78;1612.80078;2016.001;2016.001;1612.80078;9.817374;6.675136;0.770174265;0;100.800049;57.40182;9.035622;6.70537949
09/30/2023 23:24:53;25.3968239;14.0748978;3.125;3.125;11,4;86;85;82;83;83;2923.20264;3427.20313;2116.80176;2016.00183;11.1686039;7.839391;0.763412237;0;100.800087;57.4532967;9.043724;6.697277
09/30/2023 23:24:58;22.6322117;14.2612934;1.58730149;11.8303537;12,6;76;76;76;77;77;1411.20068;1512.00073;1814.40088;2016.001;11.3841429;8.170806;0.7320899;0;100.800049;57.4271736;9.039612;6.70138931
09/30/2023 23:25:03;8.59375;7.8125;0.7692337;0;4,3;70;68;70;69;71;1310.40027;1310.40027;1310.40027;1310.40027;4.418065;2.09240317;0.07252887;0;100.800018;57.658;9.075947;6.66505432
09/30/2023 23:25:08;13.28125;10.9375;9.412205;4.724705;9,6;68;67;69;68;70;1310.40125;1209.6012;1310.40125;1310.40125;4.707594;2.396818;0.08646564;0;100.800095;57.94605;9.121288;6.619713
09/30/2023 23:25:13;4.6875;13.28125;7.14285374;13.49206;9,7;68;67;68;66;68;1310.40112;1310.40112;1411.20117;1310.40112;5.29305029;2.82791018;0.2076086;0;100.800087;57.97908;9.126488;6.6145134
