Time;CPU Core #1;CPU Core #2;CPU Core #3;CPU Core #4;CPU Total;CPU Core #12;CPU Core #23;CPU Core #34;CPU Core #45;CPU Package;CPU Core #16;CPU Core #27;CPU Core #38;CPU Core #49;CPU Package10;CPU Cores;CPU Graphics;CPU DRAM;Bus Speed;Memory;Used Memory;Available Memory
09/30/2023 22:51:43;23.4375;19.53125;13.849431;12.5;17.3295441;65;63;66;63;66;1310.40076;1310.40076;1411.20081;1411.20081;6.360431;4.05154657;0.235385939;0;100.800064;60.64091;9.545486;6.19551468
09/30/2023 22:51:48;13.28125;3.90625;0.7692337;0;4.48918343;66;62;65;61;66;3326.402;2016.00122;1310.40088;1411.20093;3.811378;1.6628747;0.03569085;0;100.800064;60.4923553;9.522102;6.218899
09/30/2023 22:51:53;12.5;7.03125;0;0;4.8828125;63;61;63;60;64;1310.40076;1310.40076;1310.40076;1310.40076;3.64116526;1.56158733;0.0297258031;0;100.800056;59.9768944;9.440964;6.30003738
09/30/2023 22:51:58;9.375;3.125;1.5625;0;3.515625;63;61;65;61;65;1310.40051;1310.40051;1310.40051;1310.40051;3.99177122;1.8569659;0.0428200252;0;100.800041;59.9602242;9.438339;6.302662
09/30/2023 22:52:03;11.55048;3.90625;0;0;3.864181;61;61;63;60;64;1310.40125;1310.40125;1310.40125;1310.40125;3.923238;1.84906411;0.0283802543;0;100.800095;60.00915;9.446041;6.29496
09/30/2023 22:52:08;8.59375;7.8125;0.806450844;1.60009861;4.7032;62;61;63;61;63;1411.20056;1310.40051;1310.40051;1310.40051;3.90145183;1.72234106;0.0327842757;0;100.800034;60.0080376;9.445866;6.2951355
09/30/2023 22:52:13;7.03125;3.90625;1.5625;1.5625;3.515625;60;62;64;61;64;1411.20044;1411.20044;1310.40039;2016.00061;3.843554;1.68285465;0.03743483;0;100.800026;60.02444;9.448448;6.292553
09/30/2023 22:52:18;11.71875;5.420673;1.538825;0;4.669565;63;62;65;60;65;1814.401;2016.0011;2016.0011;2016.0011;3.93436933;1.7978524;0.0467038527;0;100.800056;60.001564;9.444847;6.296154
09/30/2023 22:52:23;5.46875;4.6875;0.78125;0;2.734375;63;61;64;59;64;1411.201;1310.401;1209.60083;1411.201;3.76364;1.69049537;0.0370226353;0;100.800072;60.4965973;9.52277;6.218231
09/30/2023 22:52:28;20.3125;16.40625;11.71875;9.375;14.453125;63;62;65;62;65;1612.80054;1310.40039;1310.40039;1310.40039;6.0533247;3.60840845;0.2608444;0;100.800034;60.6629639;9.548958;6.1920433
09/30/2023 22:52:33;24.21875;14.0625;6.25;12.5;14.2578125;65;62;66;62;66;1310.40063;1310.40063;1310.40063;1310.40063;6.21202564;3.40274453;0.5824904;0;100.800049;60.9583778;9.595459;6.145542
09/30/2023 22:52:38;26.73611;13.1009579;3.125;6.983173;12.4863148;70;68;72;69;72;2015.99707;2923.1958;3427.195;3326.39526;9.952152;6.80759048;0.829644144;0;100.799858;60.54114;9.529781;6.21122
09/30/2023 22:52:43;11.71875;13.28125;1.5625;3.90625;7.6171875;69;64;69;68;69;1310.401;1310.401;1310.401;1310.401;5.763395;3.322425;0.154491782;0;100.800072;60.8450851;9.577625;6.163376
09/30/2023 22:52:48;12.5;9.314907;12.5;32.8125;16.7818546;69;66;69;68;69;1310.40015;1310.40015;1310.40015;1310.40015;8.088857;5.29706955;0.395522922;0;100.800011;60.8533249;9.578922;6.162079
09/30/2023 22:52:53;6.25;7.69230747;0;1.51515007;3.86436582;66;63;67;64;67;1310.401;1310.401;1310.401;1411.201;4.72766447;2.38839436;0.0889082849;0;100.800072;60.96703;9.596821;6.1441803
09/30/2023 22:52:58;7.8125;8.59375;6.299603;4.813111;6.879735;64;63;67;63;67;1411.20032;1411.20032;2419.20044;2419.20044;5.82143354;3.608669;0.04475945;0;100.800018;60.983532;9.599419;6.14158249
09/30/2023 22:53:03;25.78125;26.5625;41.40625;26.964962;30.1787376;69;66;69;67;69;1209.60046;1310.40051;1310.40051;1310.40051;10.2401285;6.9998374;0.7447388;0;100.800041;61.11321;9.619831;6.12117
09/30/2023 22:53:08;15.625;13.28125;4.6875;8.630955;10.5561733;65;64;67;64;67;1612.79968;1310.39966;1511.99963;1411.19971;6.114145;3.501517;0.368920267;0;100.79998;61.08202;9.614922;6.12607956
09/30/2023 22:53:13;32.03125;7.03125;2.34375;3.90625;11.328125;69;68;72;68;72;1411.20068;1512.00073;1512.00073;1310.40063;8.860654;6.224726;0.5290232;0;100.800049;61.0834732;9.61515;6.12585068
09/30/2023 22:53:18;18.1547642;17.1875;3.90625;7.87450075;11.780757;74;71;76;75;75;2620.80176;2620.80176;2016.00134;2016.00134;11.3671055;8.153624;0.733324647;0;100.800064;61.048893;9.609707;6.13129425
09/30/2023 22:53:23;24.649477;10.7575779;2.272725;13.6363621;12.8290358;77;77;78;81;81;2923.20215;2822.402;2923.20215;2923.20215;10.02296;6.85694361;0.7044246;0;100.800072;60.7766953;9.56686;6.174141
09/30/2023 22:53:28;6.31200075;33.8583641;4.6875;11.5384579;14.0990791;76;74;75;76;76;1814.40051;2419.20068;1915.20056;3124.80078;12.5039349;9.132545;0.7601534;0;100.800026;60.5977249;9.538689;6.20231247
09/30/2023 22:53:33;3.93105149;32.03125;4.651439;0;10.1534367;92;81;81;88;91;2721.60132;2116.801;1713.60083;1612.80078;14.2580872;10.8496723;0.8247669;0;100.800049;60.4783478;9.519897;6.22110367
09/30/2023 22:53:38;39.96776;15.625;12.5;10.3174572;19.6025543;90;89;92;91;95;3326.40137;3124.80127;3427.20142;3124.80127;12.2054453;8.745223;0.7830767;0;100.800041;60.5299644;9.528023;6.21297836
09/30/2023 22:53:43;10.15625;37.5;4.6875;9.375;15.4296875;78;77;79;81;81;2016.00232;2620.803;2016.00232;3427.20386;11.1502237;8.179564;0.7810394;0;100.800117;60.2341652;9.481461;6.25954056
09/30/2023 22:53:48;19.3292389;23.4375;5.46875;6.287205;13.6306705;77;76;77;77;77;1512.00293;1814.40344;2016.00391;2419.20459;10.0569563;6.848692;0.7176074;0;100.800194;60.255394;9.484802;6.256199
09/30/2023 22:53:53;17.1875;15.625;3.125;5.396634;10.3335323;78;76;78;78;78;1310.3999;1512;1915.2;2015.99988;11.15358;8.124469;0.7148572;0;100.799995;60.2459641;9.483318;6.257683
09/30/2023 22:53:58;33.59375;2.34375;0;0.7692337;9.176683;80;77;79;78;80;1814.40173;2520.00244;2217.60229;2318.40234;10.33642;7.01988459;0.687996566;0;100.8001;60.2685051;9.486866;6.254135
09/30/2023 22:54:03;3.90625;1.5625;25.78125;5.555558;9.201384;82;82;84;91;91;2822.40161;2923.20166;2217.60132;3225.60181;12.0472736;8.791558;0.7941874;0;100.800056;60.2683334;9.486839;6.254162
09/30/2023 22:54:08;3.076923;26.5625;0;0.78125;7.605171;82;79;81;84;83;1915.19946;1814.39954;1915.19946;2419.19922;11.4700441;7.8458004;0.6997885;0;100.799973;60.21805;9.478924;6.26207733
09/30/2023 22:54:13;19.53125;6.25;3.125;0.78125;7.421875;80;80;81;86;86;1411.20044;2217.60083;2016.00073;2016.00073;11.048274;7.80728531;0.714889467;0;100.800034;60.17215;9.471699;6.26930237
09/30/2023 22:54:18;12.562;25.78125;3.90625;4.6875;11.7342472;80;80;80;87;87;2016.00183;1915.20178;1310.40125;1814.40161;10.1052284;7.038655;0.6550221;0;100.800095;60.18819;9.474224;6.266777
09/30/2023 22:54:23;30.46875;7.911706;3.125;2.2964;10.9504642;78;77;79;79;79;2016.00183;2520.0022;2923.20264;2822.40259;10.6948977;7.6191;0.7227382;0;100.800095;60.24112;9.482555;6.25844574
09/30/2023 22:54:28;18.4615364;33.9903831;18.4615364;16.1538486;21.76683;80;81;82;83;83;1713.60132;2217.60181;2520.002;2016.00159;12.1112947;8.759544;0.7476748;0;100.800079;60.3977432;9.50721;6.23379135
09/30/2023 22:54:33;7.88690472;28.07765;5.46875;3.125;11.1395779;79;77;81;86;85;3427.2002;2923.2002;2016.00012;1713.6001;9.459694;6.28171873;0.645913363;0;100.8;60.40046;9.507637;6.233364
09/30/2023 22:54:38;18.2415657;2.321601;12.5;7.8125;10.2189178;79;79;80;78;80;2217.60254;3225.60352;2620.803;3427.20386;10.5224476;7.24853754;0.665688336;0;100.80011;60.37029;9.502888;6.2381134
09/30/2023 22:54:43;17.2743073;10.8413458;32.8993073;13.3680582;18.5957546;85;79;85;84;85;2318.40283;2822.40332;2217.60278;3124.80371;12.3306131;8.838746;0.7099044;0;100.800125;59.51085;9.367603;6.373398
09/30/2023 22:54:48;31.25;0.78125;0;2.40655541;8.609449;79;79;81;83;83;2217.60181;3326.40259;2923.20215;2217.60181;10.4387369;7.068471;0.672725141;0;100.800079;59.5844231;9.379185;6.36181641
09/30/2023 22:54:53;13.28125;16.1538486;5.432689;4.724705;9.89812;77;75;78;77;78;1411.20044;1512.00049;1310.40039;1512.00049;9.150895;6.01639938;0.5903173;0;100.800034;59.57061;9.37701;6.363991
09/30/2023 22:54:58;18.2054939;10.15625;1.5625;3.90625;8.457624;75;76;77;78;78;1411.20166;1411.20166;1411.20166;1411.20166;9.978238;6.7605114;0.6426467;0;100.800117;59.57027;9.376957;6.364044
09/30/2023 22:55:03;10.15625;25.3966331;3.10096145;3.8461566;10.6250048;78;78;81;79;80;2016.00171;3427.203;2923.20239;2016.00171;10.2689533;7.02219963;0.7048411;0;100.800087;59.5700531;9.376923;6.36407852
09/30/2023 22:55:08;2.38095522;29.36508;3.174603;0.78125;8.925474;80;78;81;81;81;3326.4104;1512.00476;1713.60535;2016.00635;11.5160294;8.384735;0.707587659;0;100.800316;59.6485939;9.389286;6.351715
09/30/2023 22:55:13;6.31200075;7.7524066;21.875;6.40040636;10.58495;89;88;85;99;99;2923.202;2016.00134;1411.20093;1512.0011;14.6255312;11.3749371;0.763125956;0;100.800072;59.6105957;9.383305;6.35769653
09/30/2023 22:55:18;21.875;24.21875;16.2860565;13.28125;18.915266;94;87;88;88;91;1915.20129;3427.20215;3024.002;3427.20215;13.5685339;10.2295284;0.729199052;0;100.800064;59.6397972;9.387901;6.3531
09/30/2023 22:55:23;25.7808514;1.53846145;1.53846145;13.0769253;10.483676;80;75;81;77;81;1511.998;1511.998;1713.5979;3124.79614;10.12174;7.049895;0.728172064;0;100.799873;59.6340332;9.386993;6.35400772
09/30/2023 22:55:28;26.2928848;1.5625;0;3.98105383;7.95911551;80;78;79;84;84;2217.601;2116.801;1915.201;2923.20166;11.5991631;8.457667;0.723116159;0;100.800056;59.67564;9.393543;6.347458
09/30/2023 22:55:33;3.89499664;34.1269836;3.174603;5.518353;11.6787319;78;76;78;78;78;1411.20081;1512.00085;1512.00085;1612.8009;9.467553;6.400134;0.713205338;0;100.800056;59.7300949;9.402115;6.33888626
09/30/2023 22:55:38;1.53846145;38.2936478;3.125763;2.36855149;11.3316059;85;81;81;85;84;2318.40063;2016.00049;2016.00049;2822.40063;11.15948;7.91965055;0.7337826;0;100.800026;59.6463661;9.388935;6.352066
09/30/2023 22:55:43;7.03125;19.9999981;2.30768919;2.30768919;7.911664;78;79;79;78;78;1310.40137;1814.402;2016.0022;2016.0022;10.7108622;7.33183146;0.697886467;0;100.80011;59.6429;9.38839;6.35261154
09/30/2023 22:55:48;1.5625;5.505955;32.0808525;1.58730149;10.184145;80;79;80;81;81;1512.00134;1512.00134;1612.80139;2016.00171;9.770107;6.37931252;0.7237801;0;100.800087;59.6273651;9.385944;6.355057
