idMonitoramento;dadoCapturado;tipoDeDado;dtHora;nomeComponente
532;34613875;bytes;30/09/2023 22:05;CPU
535;34615515625;bytes;30/09/2023 22:05;CPU
538;34617859375;bytes;30/09/2023 22:05;CPU
541;34619375;bytes;30/09/2023 22:05;CPU
544;346209375;bytes;30/09/2023 22:05;CPU
547;34622625;bytes;30/09/2023 22:05;CPU
550;3462425;bytes;30/09/2023 22:05;CPU
553;34626265625;bytes;30/09/2023 22:05;CPU
556;34627890625;bytes;30/09/2023 22:05;CPU
559;34629875;bytes;30/09/2023 22:05;CPU
562;3463209375;bytes;30/09/2023 22:05;CPU
565;346344375;bytes;30/09/2023 22:05;CPU
568;34637;bytes;30/09/2023 22:05;CPU
571;34638375;bytes;30/09/2023 22:05;CPU
574;34640421875;bytes;30/09/2023 22:05;CPU
577;34642328125;bytes;30/09/2023 22:05;CPU
580;34644921875;bytes;30/09/2023 22:06;CPU
583;34646546875;bytes;30/09/2023 22:06;CPU
586;34647828125;bytes;30/09/2023 22:06;CPU
589;3464953125;bytes;30/09/2023 22:06;CPU
592;34653046875;bytes;30/09/2023 22:06;CPU
595;34654703125;bytes;30/09/2023 22:06;CPU
598;34656515625;bytes;30/09/2023 22:06;CPU
601;346586875;bytes;30/09/2023 22:06;CPU
604;34660;bytes;30/09/2023 22:06;CPU
607;3466146875;bytes;30/09/2023 22:06;CPU
610;34663046875;bytes;30/09/2023 22:06;CPU
613;34664625;bytes;30/09/2023 22:06;CPU
616;3466596875;bytes;30/09/2023 22:06;CPU
619;34667546875;bytes;30/09/2023 22:06;CPU
622;346691875;bytes;30/09/2023 22:06;CPU
625;3467109375;bytes;30/09/2023 22:06;CPU
628;3467328125;bytes;30/09/2023 22:06;CPU
631;34676015625;bytes;30/09/2023 22:06;CPU
634;34677390625;bytes;30/09/2023 22:06;CPU
637;34678515625;bytes;30/09/2023 22:06;CPU
640;34679453125;bytes;30/09/2023 22:06;CPU
643;34680078125;bytes;30/09/2023 22:06;CPU
646;34680671875;bytes;30/09/2023 22:06;CPU
649;346813125;bytes;30/09/2023 22:06;CPU
652;3468246875;bytes;30/09/2023 22:06;CPU
655;3468371875;bytes;30/09/2023 22:06;CPU
658;3468425;bytes;30/09/2023 22:06;CPU
661;34684859375;bytes;30/09/2023 22:06;CPU
664;34685796875;bytes;30/09/2023 22:07;CPU
667;3468634375;bytes;30/09/2023 22:07;CPU
670;3468696875;bytes;30/09/2023 22:07;CPU
673;34687515625;bytes;30/09/2023 22:07;CPU
676;3468796875;bytes;30/09/2023 22:07;CPU
679;34688515625;bytes;30/09/2023 22:07;CPU
682;3468965625;bytes;30/09/2023 22:07;CPU
685;3469021875;bytes;30/09/2023 22:07;CPU
688;3469078125;bytes;30/09/2023 22:07;CPU
691;34691265625;bytes;30/09/2023 22:07;CPU
694;3469215625;bytes;30/09/2023 22:07;CPU
697;34692828125;bytes;30/09/2023 22:07;CPU
700;34693328125;bytes;30/09/2023 22:07;CPU
703;34693828125;bytes;30/09/2023 22:07;CPU
